horizon,mse,rmse,mae,mape,mdape,smape,coverage
80 days,822.9588929593556,28.687260115935707,22.58534089657226,0.0395858405807797,0.029797767900556615,0.03972522095623046,0.726027397260274
81 days,869.043727066039,29.479547606197062,23.20587412320353,0.04058439965772549,0.031553501773463846,0.04079055997792322,0.7191780821917808
82 days,887.3908486713009,29.78910620799659,23.612076179520578,0.04125113026765092,0.03187856875228394,0.04149074930094299,0.7123287671232876
83 days,886.9809686132453,29.78222571624299,23.630975033487644,0.04128121769584345,0.03187856875228394,0.041523432339961884,0.7191780821917808
84 days,892.3850205185537,29.87281407096683,23.857694600838776,0.041624574022228994,0.03216366463692212,0.041910850914290164,0.7191780821917808
85 days,883.3363032045459,29.72097412946867,23.716520905851397,0.041386103627869784,0.03216366463692212,0.0416784613825326,0.726027397260274
86 days,881.1513992872872,29.68419443554578,23.66883944220477,0.04130769546423193,0.035352391025390874,0.041611625834362884,0.726027397260274
87 days,880.3848231761303,29.671279432746584,23.66866178520368,0.04124949143509959,0.03216366463692212,0.04160081633046734,0.726027397260274
88 days,857.3223122605359,29.280066807651515,23.283995897123873,0.040592879133709694,0.03187856875228394,0.04094750687806944,0.7328767123287672
89 days,856.621161614103,29.268091185010732,23.198789122438452,0.040362812954313355,0.03187856875228394,0.040770142517463255,0.726027397260274
90 days,870.6126570715646,29.50614608978212,23.477713369857398,0.04074331775078116,0.03187856875228394,0.04123039345586834,0.7054794520547946
91 days,872.7711609395317,29.54270063720532,23.506965008675476,0.040701657505921265,0.031553501773463846,0.041261120813720936,0.6986301369863014
92 days,894.3500240336629,29.905685480083264,23.931054703997415,0.04155330418675778,0.03187856875228394,0.04209179270912163,0.6917808219178082
93 days,884.6921257797237,29.74377457182803,23.851601080131026,0.04136704618023769,0.035352391025390874,0.04194701496982408,0.6986301369863014
94 days,893.7310546848728,29.895334998706282,24.175260839870433,0.041942284759588395,0.035352391025390874,0.042538615429170534,0.6917808219178082
95 days,881.5600558698837,29.691077041257426,24.25287146676508,0.04212856689506902,0.035955304759673866,0.042719161736577166,0.678082191780822
96 days,857.4265514608377,29.28184679047477,23.871598738592457,0.041521761854388085,0.035955304759673866,0.04208332107525646,0.684931506849315
97 days,837.2204201131733,28.934761449045563,23.498472356827747,0.0408010502988752,0.035352391025390874,0.04140799984623704,0.6917808219178082
98 days,805.8264518031575,28.387082481353335,22.998638253980296,0.039834344030875296,0.03126242635534415,0.0405081317739181,0.7054794520547946
99 days,808.9962110115003,28.44285869970704,23.268218130162403,0.04023722125691974,0.035352391025390874,0.040968644716821,0.6986301369863014
100 days,809.0919447539164,28.444541563433862,23.28490987193862,0.04026935009093372,0.035352391025390874,0.0410046596642109,0.6986301369863014
101 days,817.2500730871858,28.5875859961485,23.55618781930182,0.04078364331504456,0.035955304759673866,0.04151099405720906,0.6986301369863014
102 days,816.0019698783955,28.565748193919156,23.55923792392785,0.040846996758366054,0.035955304759673866,0.041552680432323436,0.6986301369863014
103 days,825.4570416514713,28.730768205035368,23.743849110929247,0.041157849642899175,0.035955304759673866,0.04187750003765078,0.6917808219178082
104 days,830.9846170400939,28.82680379508096,23.72375948186216,0.04123342987994591,0.035955304759673866,0.04190092528219676,0.684931506849315
105 days,831.440199313592,28.83470477243684,23.75019971578666,0.041143615815605175,0.035955304759673866,0.04189116272879743,0.678082191780822
106 days,813.2960349535437,28.51834558584252,23.534621837891642,0.04071345973884433,0.035352391025390874,0.041493710951265084,0.684931506849315
107 days,809.0073958556405,28.443055318577162,23.532581392713066,0.04076535572045112,0.035352391025390874,0.04152446597813038,0.6917808219178082
108 days,797.6200589289721,28.242168098943324,23.216865659181526,0.04022919017042158,0.035352391025390874,0.040977402605153895,0.6986301369863014
109 days,810.4090884883232,28.467684986460053,23.586554474986297,0.04083061809945719,0.035955304759673866,0.041606692115408725,0.6986301369863014
110 days,849.7987706415155,29.15130821492434,24.366258929989428,0.042077250773279624,0.03883537169880841,0.042915437081394975,0.6712328767123288
111 days,822.0324341397968,28.671108003350636,24.05917168499891,0.04159099908571343,0.03801558361456186,0.042395766235718356,0.678082191780822
112 days,792.374121549337,28.149140689359186,23.648222356365014,0.04094183099052042,0.03668647160947298,0.04170696144303919,0.684931506849315
113 days,827.3446096441662,28.7635986907787,24.215022989699463,0.0418729947669059,0.03801558361456186,0.04267325263993254,0.678082191780822
114 days,842.1028956274557,29.019009211678053,24.513180846383833,0.042351469505485094,0.03883537169880841,0.04317379760565844,0.6712328767123288
115 days,852.1159671475527,29.191025455566866,24.794461511239593,0.0429148559494922,0.039892268647590975,0.04369510391884584,0.6643835616438356
116 days,804.5628985341735,28.36481797110945,24.320067742504666,0.042169306131371,0.03883537169880841,0.04288376461262607,0.684931506849315
117 days,725.447711726651,26.934136550605274,23.22581264392985,0.040408136627229876,0.03668647160947298,0.041011600598005495,0.7054794520547946
