ds,yhat,yhat_lower,yhat_upper,y,cutoff
2021-09-28,567.7224770366819,537.8229095306965,596.1373421974699,580,2021-02-28
2021-09-29,568.2177758992375,537.42201089217,599.3445367612449,583,2021-02-28
2021-09-30,568.216123984682,538.4915364265669,598.0463064858073,573,2021-02-28
2021-10-01,575.2291982167745,546.209615425576,604.4259432822824,560,2021-02-28
2021-10-02,571.1102537567418,542.7163562312555,599.536578315628,562,2021-02-28
2021-10-03,570.0789340443096,539.5799513419006,600.7084620515118,567,2021-02-28
2021-10-04,565.6814699950494,536.0290245701924,596.7108909738912,624,2021-02-28
2021-10-05,562.4625515597178,532.9256297362468,589.414648196182,557,2021-02-28
2021-10-06,562.5515232872639,532.6248793849444,590.3370863066987,541,2021-02-28
2021-10-07,562.2875617308588,534.6374050091392,593.663243501051,594,2021-02-28
2021-10-08,569.1829014150723,539.1678613660054,598.383072028272,618,2021-02-28
2021-10-09,565.0877336121121,531.5636107700451,592.8139957332271,569,2021-02-28
2021-10-10,564.2151600231321,534.4621873770745,592.749876281381,571,2021-02-28
2021-10-11,560.1016266945905,530.8149211005465,590.3844008426528,559,2021-02-28
2021-10-12,557.2791141259044,527.3357165500895,587.4012138044897,559,2021-02-28
2021-10-13,557.8617256927886,529.2787702974288,588.537528078392,560,2021-02-28
2021-10-14,558.1713207184405,526.5807553343757,586.2820578083507,555,2021-02-28
2021-10-15,565.701245751503,535.4211597073539,595.6570856091898,575,2021-02-28
2021-10-16,562.2817738636681,535.2761256727442,595.0704957739489,592,2021-02-28
2021-10-17,562.1056187711565,533.2799862965285,588.1857141415985,602,2021-02-28
2021-10-18,558.6889333928272,527.9275471527911,586.6276841906619,550,2021-02-28
2021-10-19,556.54405310907,528.1964514620693,587.4078704574032,598,2021-02-28
2021-10-20,557.7666106177705,526.7072627487061,587.4969897598157,564,2021-02-28
2021-10-21,558.6616543853689,529.6466120462729,587.9425650584155,570,2021-02-28
2021-10-22,566.7078112072642,536.2297207888739,596.7056769274446,565,2021-02-28
2021-10-23,563.7230912978602,532.8356092664317,592.0499622358218,600,2021-02-28
2021-10-24,563.8906932806829,533.479664387341,591.0085904151031,540,2021-02-28
2021-10-25,560.7202114706008,531.0107711471019,589.8428824596477,525,2021-02-28
2021-10-26,558.7205008894949,528.7836687115018,589.5188350984852,595,2021-02-28
2021-10-27,559.9868246056449,528.6337771647378,589.4490681186412,558,2021-02-28
2021-10-28,560.826915646728,533.1224871256584,593.8666035588341,546,2021-02-28
2021-10-29,568.7249967839334,540.0579549004457,600.4603076545069,572,2021-02-28
2021-10-30,565.5073618168889,537.7984483988776,594.2877541090993,569,2021-02-28
2021-10-31,565.3678831959231,535.3650429766876,593.3069398218205,578,2021-02-28
2021-11-01,561.8288578610701,533.6194523069969,591.3956912546322,528,2021-02-28
2021-11-02,559.4134579565799,528.7731758559297,587.3616963744865,580,2021-02-28
2021-11-03,560.2324236196662,531.1534779813254,590.2851102836521,546,2021-02-28
2021-11-04,560.6096437172499,531.2240480769287,589.9126611907625,546,2021-02-28
2021-11-05,568.0456820641402,539.4224784919768,596.5341416018291,597,2021-02-28
2021-11-06,564.3828671837548,534.1334583907229,593.5200494392155,529,2021-02-28
2021-11-07,563.8303246565306,533.3816633757531,593.2479266782069,562,2021-02-28
2021-11-08,559.9243775101717,531.3183795328034,588.8488589955285,566,2021-02-28
2021-11-09,557.2005938665109,527.4667390355764,587.1760906556806,563,2021-02-28
2021-11-10,557.7801302247178,530.1064753044338,586.5326353043218,583,2021-02-28
