ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2021-01-15,567.3111449679162,535.1688507383807,596.439600702449,567.3111449679162,567.3111449679162,-0.5656981104173938,-0.5656981104173938,-0.5656981104173938,1.9097870079554742,1.9097870079554742,1.9097870079554742,-2.475485118372868,-2.475485118372868,-2.475485118372868,0.0,0.0,0.0,566.7454468574988
2021-01-16,567.306132082566,535.3207181805095,596.47089829019,567.306132082566,567.306132082566,-1.0636634995861265,-1.0636634995861265,-1.0636634995861265,0.8124879209142393,0.8124879209142393,0.8124879209142393,-1.8761514205003658,-1.8761514205003658,-1.8761514205003658,0.0,0.0,0.0,566.2424685829799
2021-01-17,567.3011191972157,534.9591163598166,597.3617157525144,567.3011191972157,567.3011191972157,-1.2837793085610898,-1.2837793085610898,-1.2837793085610898,0.016164641076276687,0.016164641076276687,0.016164641076276687,-1.2999439496373666,-1.2999439496373666,-1.2999439496373666,0.0,0.0,0.0,566.0173398886546
2021-01-18,567.2961063118654,534.4754650738554,594.1791264891101,567.2961063118654,567.2961063118654,-1.9258865338419566,-1.9258865338419566,-1.9258865338419566,-1.1672393741192806,-1.1672393741192806,-1.1672393741192806,-0.758647159722676,-0.758647159722676,-0.758647159722676,0.0,0.0,0.0,565.3702197780234
2021-01-19,567.2910934265152,537.524350531353,598.3489628035137,567.2910934265152,567.2910934265152,-0.42689357455637283,-0.42689357455637283,-0.42689357455637283,-0.16422379583007898,-0.16422379583007898,-0.16422379583007898,-0.2626697787262938,-0.2626697787262938,-0.2626697787262938,0.0,0.0,0.0,566.8641998519588
2021-01-20,567.2860805411649,536.2018021630048,597.2640909594708,567.2860805411649,567.2860805411649,-1.940565317921134,-1.940565317921134,-1.940565317921134,-2.1197508359906347,-2.1197508359906347,-2.1197508359906347,0.1791855180695008,0.1791855180695008,0.1791855180695008,0.0,0.0,0.0,565.3455152232438
2021-01-21,567.2810676558147,536.2949274946276,599.5434911446289,567.2810676558147,567.2810676558147,1.2726763581368983,1.2726763581368983,1.2726763581368983,0.712774435995141,0.712774435995141,0.712774435995141,0.5599019221417574,0.5599019221417574,0.5599019221417574,0.0,0.0,0.0,568.5537440139516
2021-01-22,567.2760547704644,539.7525190720505,600.9468127645215,567.2760547704644,567.2760547704644,2.784160553579491,2.784160553579491,2.784160553579491,1.9097870079553165,1.9097870079553165,1.9097870079553165,0.8743735456241741,0.8743735456241741,0.8743735456241741,0.0,0.0,0.0,570.0602153240438
2021-01-23,567.2710418851142,540.089188058848,600.6329841037456,567.2710418851142,567.2710418851142,1.9319610344857832,1.9319610344857832,1.9319610344857832,0.81248792091691,0.81248792091691,0.81248792091691,1.1194731135688731,1.1194731135688731,1.1194731135688731,0.0,0.0,0.0,569.2030029196
2021-01-24,567.266028999764,538.7696339181441,599.4532777637179,567.266028999764,567.266028999764,1.3102260429556432,1.3102260429556432,1.3102260429556432,0.01616464107260851,0.01616464107260851,0.01616464107260851,1.2940614018830348,1.2940614018830348,1.2940614018830348,0.0,0.0,0.0,568.5762550427196
2021-01-25,567.2610161144137,536.6183649418347,597.7768905152333,567.2610161144137,567.2610161144137,0.23169987509476775,0.23169987509476775,0.23169987509476775,-1.1672393741218503,-1.1672393741218503,-1.1672393741218503,1.3989392492166182,1.3989392492166182,1.3989392492166182,0.0,0.0,0.0,567.4927159895085
2021-01-26,567.2560032290635,537.2354558703094,598.3223195693942,567.2560032290635,567.2560032290635,1.272520857374739,1.272520857374739,1.272520857374739,-0.16422379583084282,-0.16422379583084282,-0.16422379583084282,1.4367446532055819,1.4367446532055819,1.4367446532055819,0.0,0.0,0.0,568.5285240864382
2021-01-27,567.2509903437132,537.5441859914976,597.823723835672,567.2509903437132,567.2509903437132,-0.7079517806808147,-0.7079517806808147,-0.7079517806808147,-2.1197508359915966,-2.1197508359915966,-2.1197508359915966,1.411799055310782,1.411799055310782,1.411799055310782,0.0,0.0,0.0,566.5430385630324
2021-01-28,567.245977458363,539.4976096315133,598.7426648382019,567.245977458363,567.245977458363,2.0426828130837777,2.0426828130837777,2.0426828130837777,0.7127744359959739,0.7127744359959739,0.7127744359959739,1.329908377087804,1.329908377087804,1.329908377087804,0.0,0.0,0.0,569.2886602714467
2021-01-29,567.2409645730127,540.2637313511614,601.3806044557437,567.2409645730127,567.2409645730127,3.1079126595238824,3.1079126595238824,3.1079126595238824,1.909787007951443,1.909787007951443,1.909787007951443,1.1981256515724392,1.1981256515724392,1.1981256515724392,0.0,0.0,0.0,570.3488772325366
2021-01-30,567.2404607676624,538.5590906734071,600.0967534732474,567.2404607676624,567.2404607676624,1.8369710801005856,1.8369710801005856,1.8369710801005856,0.8124879209142696,0.8124879209142696,0.8124879209142696,1.024483159186316,1.024483159186316,1.024483159186316,0.0,0.0,0.0,569.077431847763
2021-01-31,567.2399569623122,538.617292875015,597.430654380994,567.2399569623122,567.2399569623122,0.8338674385962316,0.8338674385962316,0.8338674385962316,0.016164641073095634,0.016164641073095634,0.016164641073095634,0.817702797523136,0.817702797523136,0.817702797523136,0.0,0.0,0.0,568.0738244009085
2021-02-01,567.239453156962,534.3060421729443,594.6037991217536,567.239453156962,567.239453156962,-0.5803454089287495,-0.5803454089287495,-0.5803454089287495,-1.167239374120066,-1.167239374120066,-1.167239374120066,0.5868939651913164,0.5868939651913164,0.5868939651913164,0.0,0.0,0.0,566.6591077480332
2021-02-02,567.2389493516117,537.9838469211854,597.9082216505655,567.2389493516117,567.2389493516117,0.1770247104936336,0.1770247104936336,0.1770247104936336,-0.16422379582769106,-0.16422379582769106,-0.16422379582769106,0.3412485063213247,0.3412485063213247,0.3412485063213247,0.0,0.0,0.0,567.4159740621053
2021-02-03,567.2384455462615,536.0112755625787,595.8815766186927,567.2384455462615,567.2384455462615,-2.030008598276352,-2.030008598276352,-2.030008598276352,-2.1197508359906614,-2.1197508359906614,-2.1197508359906614,0.08974223771430913,0.08974223771430913,0.08974223771430913,0.0,0.0,0.0,565.2084369479851
2021-02-04,567.2379417409112,536.960459635133,598.1735824222328,567.2379417409112,567.2379417409112,0.553626702939273,0.553626702939273,0.553626702939273,0.7127744360012522,0.7127744360012522,0.7127744360012522,-0.15914773306197935,-0.15914773306197935,-0.15914773306197935,0.0,0.0,0.0,567.7915684438505
2021-02-05,567.2374379355609,539.4893044082631,599.3410847192089,567.2374379355609,567.2374379355609,1.51208572558129,1.51208572558129,1.51208572558129,1.9097870079583983,1.9097870079583983,1.9097870079583983,-0.39770128237710817,-0.39770128237710817,-0.39770128237710817,0.0,0.0,0.0,568.7495236611422
2021-02-06,567.2369341302107,536.9392127640969,598.5289806180392,567.2369341302107,567.2369341302107,0.19330654770746902,0.19330654770746902,0.19330654770746902,0.8124879209088902,0.8124879209088902,0.8124879209088902,-0.6191813732014211,-0.6191813732014211,-0.6191813732014211,0.0,0.0,0.0,567.4302406779182
2021-02-07,567.2364303248604,537.1048655378253,598.044188542846,567.2364303248604,567.2364303248604,-0.8018566638590787,-0.8018566638590787,-0.8018566638590787,0.016164641076109085,0.016164641076109085,0.016164641076109085,-0.8180213049351878,-0.8180213049351878,-0.8180213049351878,0.0,0.0,0.0,566.4345736610013
2021-02-08,567.2359265195101,533.3286216148683,594.963763274754,567.2359265195101,567.2359265195101,-2.1572070865951827,-2.1572070865951827,-2.1572070865951827,-1.1672393741204583,-1.1672393741204583,-1.1672393741204583,-0.989967712474724,-0.989967712474724,-0.989967712474724,0.0,0.0,0.0,565.0787194329149
2021-02-09,567.2354227141599,534.9496558196151,596.7686192337418,567.2354227141599,567.2354227141599,-1.296399154688726,-1.296399154688726,-1.296399154688726,-0.16422379582822239,-0.16422379582822239,-0.16422379582822239,-1.1321753588605035,-1.1321753588605035,-1.1321753588605035,0.0,0.0,0.0,565.9390235594711
2021-02-10,567.2349189088096,531.6666422462458,593.5423896193643,567.2349189088096,567.2349189088096,-3.363002158818969,-3.363002158818969,-3.363002158818969,-2.1197508359923214,-2.1197508359923214,-2.1197508359923214,-1.2432513228266475,-1.2432513228266475,-1.2432513228266475,0.0,0.0,0.0,563.8719167499906
2021-02-11,567.2344151034595,533.9282327024168,596.2673168005219,567.2344151034595,567.2344151034595,-0.6104733707291257,-0.6104733707291257,-0.6104733707291257,0.7127744360020851,0.7127744360020851,0.7127744360020851,-1.323247806731211,-1.323247806731211,-1.323247806731211,0.0,0.0,0.0,566.6239417327304
2021-02-12,567.2339112981092,538.1651975309526,597.2112317372012,567.2339112981092,567.2339112981092,0.5361825761871591,0.5361825761871591,0.5361825761871591,1.909787007954525,1.909787007954525,1.909787007954525,-1.373604431767366,-1.373604431767366,-1.373604431767366,0.0,0.0,0.0,567.7700938742963
2021-02-13,567.2334074927589,536.6627522661768,599.2208341942379,567.2334074927589,567.2334074927589,-0.5845545748134319,-0.5845545748134319,-0.5845545748134319,0.812487920911561,0.812487920911561,0.812487920911561,-1.3970424957249927,-1.3970424957249927,-1.3970424957249927,0.0,0.0,0.0,566.6488529179455
2021-02-14,567.2329036874087,536.978914591572,597.1469127073115,567.2329036874087,567.2329036874087,-1.3812505536693491,-1.3812505536693491,-1.3812505536693491,0.016164641076596348,0.016164641076596348,0.016164641076596348,-1.3974151947459454,-1.3974151947459454,-1.3974151947459454,0.0,0.0,0.0,565.8516531337393
2021-02-15,567.2323998820584,533.1678364307064,594.0561809285463,567.2323998820584,567.2323998820584,-2.54675858176708,-2.54675858176708,-2.54675858176708,-1.167239374118674,-1.167239374118674,-1.167239374118674,-1.379519207648406,-1.379519207648406,-1.379519207648406,0.0,0.0,0.0,564.6856413002913
2021-02-16,567.231896076708,534.5782285445956,596.6946107327992,567.231896076708,567.231896076708,-1.5130980625595072,-1.5130980625595072,-1.5130980625595072,-0.16422379582921875,-0.16422379582921875,-0.16422379582921875,-1.3488742667302887,-1.3488742667302887,-1.3488742667302887,0.0,0.0,0.0,565.7187980141485
2021-02-17,567.2313922713579,532.989495324506,596.297295974638,567.2313922713579,567.2313922713579,-3.4312291906202,-3.4312291906202,-3.4312291906202,-2.11975083598879,-2.11975083598879,-2.11975083598879,-1.3114783546314097,-1.3114783546314097,-1.3114783546314097,0.0,0.0,0.0,563.8001630807377
2021-02-18,567.2308884660076,535.2834591162541,597.2716408104701,567.2308884660076,567.2308884660076,-0.5607725059052016,-0.5607725059052016,-0.5607725059052016,0.7127744359927576,0.7127744359927576,0.7127744359927576,-1.2735469418979593,-1.2735469418979593,-1.2735469418979593,0.0,0.0,0.0,566.6701159601024
2021-02-19,567.2303846606574,537.617244481846,598.5521105957451,567.2303846606574,567.2303846606574,0.6685418180286817,0.6685418180286817,0.6685418180286817,1.9097870079560662,1.9097870079560662,1.9097870079560662,-1.2412451899273844,-1.2412451899273844,-1.2412451899273844,0.0,0.0,0.0,567.898926478686
2021-02-20,567.2298808553071,535.0559032979199,597.6909818325398,567.2298808553071,567.2298808553071,-0.4079343522839985,-0.4079343522839985,-0.4079343522839985,0.8124879209142315,0.8124879209142315,0.8124879209142315,-1.22042227319823,-1.22042227319823,-1.22042227319823,0.0,0.0,0.0,566.8219465030231
2021-02-21,567.2293770499568,535.2515705714522,596.8258406208108,567.2293770499568,567.2293770499568,-1.2001922745200038,-1.2001922745200038,-1.2001922745200038,0.0161646410729281,0.0161646410729281,0.0161646410729281,-1.216356915592932,-1.216356915592932,-1.216356915592932,0.0,0.0,0.0,566.0291847754369
2021-02-22,567.2288732446066,532.5480580843321,594.7619638887116,567.2288732446066,567.2288732446066,-2.4007622635514645,-2.4007622635514645,-2.4007622635514645,-1.1672393741190668,-1.1672393741190668,-1.1672393741190668,-1.2335228894323977,-1.2335228894323977,-1.2335228894323977,0.0,0.0,0.0,564.8281109810551
2021-02-23,567.2283694392564,537.4342936010842,598.1349172533814,567.2283694392564,567.2283694392564,-1.4396063983437541,-1.4396063983437541,-1.4396063983437541,-0.16422379582583488,-0.16422379582583488,-0.16422379582583488,-1.2753826025179194,-1.2753826025179194,-1.2753826025179194,0.0,0.0,0.0,565.7887630409127
2021-02-24,567.2278656339062,532.9808722327779,594.4210126011498,567.2278656339062,567.2278656339062,-3.463966852647506,-3.463966852647506,-3.463966852647506,-2.119750835990451,-2.119750835990451,-2.119750835990451,-1.3442160166570554,-1.3442160166570554,-1.3442160166570554,0.0,0.0,0.0,563.7638987812586
2021-02-25,567.2273618285559,535.7104312295619,600.2559756188462,567.2273618285559,567.2273618285559,-0.728216591007213,-0.728216591007213,-0.728216591007213,0.7127744359935905,0.7127744359935905,0.7127744359935905,-1.4409910270008035,-1.4409910270008035,-1.4409910270008035,0.0,0.0,0.0,566.4991452375486
2021-02-26,567.2268580232055,538.9291958960872,598.1286258218196,567.2268580232055,567.2268580232055,0.3445068891817028,0.3445068891817028,0.3445068891817028,1.9097870079521926,1.9097870079521926,1.9097870079521926,-1.56528011877049,-1.56528011877049,-1.56528011877049,0.0,0.0,0.0,567.5713649123873
2021-02-27,567.2290761120305,535.7202424673538,595.9967822870387,567.2290761120305,567.2290761120305,-0.9027387253282793,-0.9027387253282793,-0.9027387253282793,0.8124879209115913,0.8124879209115913,0.8124879209115913,-1.7152266462398706,-1.7152266462398706,-1.7152266462398706,0.0,0.0,0.0,566.3263373867022
2021-02-28,567.2312942008555,535.5057390028786,598.1539634236132,567.2312942008555,567.2312942008555,-1.871397851747763,-1.871397851747763,-1.871397851747763,0.016164641077570947,0.016164641077570947,0.016164641077570947,-1.887562492825334,-1.887562492825334,-1.887562492825334,0.0,0.0,0.0,565.3598963491077
2021-03-01,567.2335122896804,534.5932259906931,594.5392723411286,567.2335122896804,567.2335122896804,-3.2449165933693127,-3.2449165933693127,-3.2449165933693127,-1.1672393741200262,-1.1672393741200262,-1.1672393741200262,-2.0776772192492863,-2.0776772192492863,-2.0776772192492863,0.0,0.0,0.0,563.9885956963111
2021-03-02,567.2357303785054,532.9282604393619,593.6784390347141,567.2357303785054,567.2357303785054,-2.4439609353711615,-2.4439609353711615,-2.4439609353711615,-0.1642237958268311,-0.1642237958268311,-0.1642237958268311,-2.2797371395443307,-2.2797371395443307,-2.2797371395443307,0.0,0.0,0.0,564.7917694431343
2021-03-03,567.2379484673303,529.0738792872346,595.066894512517,567.2379484673303,567.2379484673303,-4.606601969368259,-4.606601969368259,-4.606601969368259,-2.1197508359921113,-2.1197508359921113,-2.1197508359921113,-2.4868511333761476,-2.4868511333761476,-2.4868511333761476,0.0,0.0,0.0,562.631346497962
2021-03-04,567.2401665561553,532.9703269789676,592.9262693145587,567.2401665561553,567.2401665561553,-1.9785040223582322,-1.9785040223582322,-1.9785040223582322,0.7127744359988689,0.7127744359988689,0.7127744359988689,-2.691278458357101,-2.691278458357101,-2.691278458357101,0.0,0.0,0.0,565.261662533797
2021-03-05,567.2423846449801,535.7710502526147,596.5201584752924,567.2423846449801,567.2423846449801,-0.9748854077521263,-0.9748854077521263,-0.9748854077521263,1.9097870079574493,1.9097870079574493,1.9097870079574493,-2.8846724157095753,-2.8846724157095753,-2.8846724157095753,0.0,0.0,0.0,566.267499237228
2021-03-06,567.2446027338051,534.2307046381359,593.0160274486044,567.2446027338051,567.2446027338051,-2.245864570202842,-2.245864570202842,-2.245864570202842,0.8124879209221444,0.8124879209221444,0.8124879209221444,-3.058352491124986,-3.058352491124986,-3.058352491124986,0.0,0.0,0.0,564.9987381636023
2021-03-07,567.2468208226301,534.3688240134318,594.0700747313429,567.2468208226301,567.2468208226301,-3.1874319380563647,-3.1874319380563647,-3.1874319380563647,0.01616464107390284,0.01616464107390284,0.01616464107390284,-3.2035965791302674,-3.2035965791302674,-3.2035965791302674,0.0,0.0,0.0,564.0593888845737
2021-03-08,567.249038911455,532.3039796335761,592.8907482878378,567.249038911455,567.249038911455,-4.479183510636905,-4.479183510636905,-4.479183510636905,-1.1672393741204188,-1.1672393741204188,-1.1672393741204188,-3.3119441365164857,-3.3119441365164857,-3.3119441365164857,0.0,0.0,0.0,562.7698554008182
2021-03-09,567.2512570002799,536.1364768477837,592.8110247581659,567.2512570002799,567.2512570002799,-3.539724419597392,-3.539724419597392,-3.539724419597392,-0.16422379582736257,-0.16422379582736257,-0.16422379582736257,-3.3755006237700296,-3.3755006237700296,-3.3755006237700296,0.0,0.0,0.0,563.7115325806825
2021-03-10,567.2534750891049,530.3072627010273,591.6244003041577,567.2534750891049,567.2534750891049,-5.5069842362187735,-5.5069842362187735,-5.5069842362187735,-2.1197508359911756,-2.1197508359911756,-2.1197508359911756,-3.387233400227598,-3.387233400227598,-3.387233400227598,0.0,0.0,0.0,561.7464908528862
2021-03-11,567.2556931779299,535.1801613856995,595.3925428095323,567.2556931779299,567.2556931779299,-2.6284749114710584,-2.6284749114710584,-2.6284749114710584,0.7127744359952561,0.7127744359952561,0.7127744359952561,-3.3412493474663143,-3.3412493474663143,-3.3412493474663143,0.0,0.0,0.0,564.6272182664588
2021-03-12,567.2579112667548,534.3658592209242,593.1451416287523,567.2579112667548,567.2579112667548,-1.3232578976824123,-1.3232578976824123,-1.3232578976824123,1.9097870079589903,1.9097870079589903,1.9097870079589903,-3.2330449056414023,-3.2330449056414023,-3.2330449056414023,0.0,0.0,0.0,565.9346533690724
2021-03-13,567.2601293555798,533.4428162872998,596.3868983535347,567.2601293555798,567.2601293555798,-2.247231988533905,-2.247231988533905,-2.247231988533905,0.8124879209141934,0.8124879209141934,0.8124879209141934,-3.0597199094480985,-3.0597199094480985,-3.0597199094480985,0.0,0.0,0.0,565.0128973670459
2021-03-14,567.2623474444047,534.000989401298,594.0323509426468,567.2623474444047,567.2623474444047,-2.8039829448378844,-2.8039829448378844,-2.8039829448378844,0.016164641070234593,0.016164641070234593,0.016164641070234593,-2.8201475859081193,-2.8201475859081193,-2.8201475859081193,0.0,0.0,0.0,564.4583644995668
2021-03-15,567.2645655332296,534.223897873471,595.2073812462737,567.2645655332296,567.2645655332296,-3.6823336723220197,-3.6823336723220197,-3.6823336723220197,-1.1672393741186347,-1.1672393741186347,-1.1672393741186347,-2.515094298203385,-2.515094298203385,-2.515094298203385,0.0,0.0,0.0,563.5822318609077
2021-03-16,567.2667836220546,536.5105856409131,596.3355618907347,567.2667836220546,567.2667836220546,-2.3115078500191144,-2.3115078500191144,-2.3115078500191144,-0.1642237958281264,-0.1642237958281264,-0.1642237958281264,-2.147284054190988,-2.147284054190988,-2.147284054190988,0.0,0.0,0.0,564.9552757720355
2021-03-17,567.2690017108796,533.5818147484027,595.8375478688945,567.2690017108796,567.2690017108796,-3.8411552398059925,-3.8411552398059925,-3.8411552398059925,-2.119750835994734,-2.119750835994734,-2.119750835994734,-1.7214044038112581,-1.7214044038112581,-1.7214044038112581,0.0,0.0,0.0,563.4278464710736
2021-03-18,567.2712197997045,536.8549031810603,596.5897009410135,567.2712197997045,567.2712197997045,-0.5312776440711269,-0.5312776440711269,-0.5312776440711269,0.7127744360005347,0.7127744360005347,0.7127744360005347,-1.2440520800716615,-1.2440520800716615,-1.2440520800716615,0.0,0.0,0.0,566.7399421556333
2021-03-19,567.2734378885294,538.3658814452447,598.282657118012,567.2734378885294,567.2734378885294,1.1861684650098452,1.1861684650098452,1.1861684650098452,1.909787007960531,1.909787007960531,1.909787007960531,-0.7236185429506861,-0.7236185429506861,-0.7236185429506861,0.0,0.0,0.0,568.4596063535392
2021-03-20,567.2756559773544,536.3322972149554,595.9247080203569,567.2756559773544,567.2756559773544,0.642370509629827,0.642370509629827,0.642370509629827,0.8124879209168641,0.8124879209168641,0.8124879209168641,-0.17011741128703703,-0.17011741128703703,-0.17011741128703703,0.0,0.0,0.0,567.9180264869842
2021-03-21,567.2778740661793,539.1020442625775,597.9859980569371,567.2778740661793,567.2778740661793,0.4212070808753972,0.4212070808753972,0.4212070808753972,0.01616464107072193,0.01616464107072193,0.01616464107072193,0.4050424398046753,0.4050424398046753,0.4050424398046753,0.0,0.0,0.0,567.6990811470547
2021-03-22,567.2800921550042,537.6141547111995,597.7507711719728,567.2800921550042,567.2800921550042,-0.17790674102148946,-0.17790674102148946,-0.17790674102148946,-1.167239374121771,-1.167239374121771,-1.167239374121771,0.9893326331002816,0.9893326331002816,0.9893326331002816,0.0,0.0,0.0,567.1021854139827
2021-03-23,567.2823102438292,539.8337860966285,599.472009256404,567.2823102438292,567.2823102438292,1.405199049516544,1.405199049516544,1.405199049516544,-0.1642237958288904,-0.1642237958288904,-0.1642237958288904,1.5694228453454346,1.5694228453454346,1.5694228453454346,0.0,0.0,0.0,568.6875092933458
